,form_name,form_status,Calcium Carbonate,Water 1,PCAT_Gee-pt/g-c3n4,PCAT_Gee-T/M/W,form_datetime,sample_name,Baratron Avg,calc % N2 Avg,calc % H2 Avg,calc % H2 2STD,calc % H2 umol,calc % H2 umol/h,calc % O2 Avg,calc % O2 2STD,calc % O2 umol,calc % O2 umol/h,calc % Ar Avg,calc % CO2 Avg
317693,250221_JCG_8plate_4hour_83,Complete,0.00497,5,,,2021-02-26 18:49:50,PlateAgilent 6_Vial8,0.8728520000000001,99.54433928293423,0.042268463960256866,0.002550470884689301,0.11520750918759905,0.028801877296899762,0.35888582276769987,0.022553144594452436,0.9781841555133143,0.24454603887832857,0.03850994448739295,0.015996485850412325
317694,250221_JCG_8plate_4hour_84,Complete,0.00478,5,,,2021-02-26 19:06:43,PlateAgilent 6_Vial9,0.878402,99.57154035818877,0.03936984869553148,0.0022265259576063723,0.10730700338601241,0.026826750846503104,0.3367414858912836,0.019559904037675668,0.9178272450624925,0.22945681126562312,0.0382348421424466,0.014113465081976532
317695,250221_JCG_8plate_4hour_85,Complete,0.0048,5,,,2021-02-26 19:23:44,PlateAgilent 6_Vial10,0.8811770000000001,99.5915916776228,0.03832763333999788,0.002210767654165449,0.10446632681775594,0.026116581704438986,0.3195139467530383,0.016510409174450486,0.8708716264382793,0.21771790660956983,0.037490096405458764,0.013076645878692804
317696,250221_JCG_8plate_4hour_86,Complete,,,0.0049,5,2021-02-26 19:40:11,PlateAgilent 6_Vial11,0.909077,94.28729971295716,2.799521643884518,0.031072729840032825,7.630414859928778,1.9076037149821945,2.0897073477627655,0.12387064126079401,5.6957352103719305,1.4239338025929826,0.09272953396892905,0.7307417614266101
317697,250221_JCG_8plate_4hour_87,Complete,0.00478,5,,,2021-02-26 19:56:07,PlateAgilent 6_Vial12,0.875627,99.29976858899123,0.06284390927072286,0.0038766443550269478,0.17128822711653247,0.042822056779133116,0.5713430107600745,0.04244156596786073,1.5572604015916498,0.38931510039791245,0.038233268657739426,0.027811222320229402
317698,250221_JCG_8plate_4hour_88,Complete,0.00473,5,,,2021-02-26 20:12:48,PlateAgilent 6_Vial13,0.870077,99.49696204919067,0.046407258394111285,0.0025953058886393657,0.12648826446207978,0.031622066115519945,0.39861368621273907,0.024212792742308416,1.0864669688455313,0.2716167422113828,0.03900932899600492,0.019007677206482297
317699,250221_JCG_8plate_4hour_89,Complete,0.00516,5,,,2021-02-26 20:29:26,PlateAgilent 6_Vial14,0.8672270000000001,99.56098968921626,0.04024468533797736,0.0024085913361846668,0.10969147022202042,0.027422867555505104,0.3455410980344398,0.019510664254469293,0.9418115894612664,0.2354528973653166,0.03801103477989106,0.015213492631425556
317700,250221_JCG_8plate_4hour_90,Complete,,,0.00501,5,2021-02-26 20:45:50,PlateAgilent 6_Vial15,0.909077,94.06224803902649,3.0564377774372877,0.03588468265600512,8.330669022099265,2.0826672555248162,2.0680107336092184,0.1193200397754398,5.636598619158567,1.4091496547896418,0.09253877272326305,0.7207646772037386
317701,250221_JCG_8plate_4hour_91,Complete,,,0.00488,5,2021-02-26 21:02:39,PlateAgilent 7_Vial1,0.923027,93.76812242812719,2.9562000054318665,0.05093279760033767,8.057459566224143,2.0143648915560357,2.431778198574727,0.11245336693407769,6.628088246072104,1.657022061518026,0.09329074715924807,0.7506086207069775
317702,250221_JCG_8plate_4hour_92,Complete,0.00493,5,,,2021-02-26 21:18:40,PlateAgilent 7_Vial2,0.844952,99.1591091241322,0.07545352476844638,0.004685981755275834,0.20565716928277733,0.05141429232069433,0.6949766222514954,0.05173773228645477,1.894237880716192,0.473559470179048,0.04013365399158138,0.03032707485628624
317703,250221_JCG_8plate_4hour_93,Complete,0.00485,5,,,2021-02-26 21:35:00,PlateAgilent 7_Vial3,0.8421770000000001,99.44935737819566,0.05237251991633288,0.003385828537861921,0.1427472636600151,0.03568681591500378,0.4392090385841173,0.03174181613545577,1.1971142219772477,0.2992785554943119,0.038945698470724543,0.020115364833177544
317704,250221_JCG_8plate_4hour_94,Complete,0.00488,5,,,2021-02-26 21:51:39,PlateAgilent 7_Vial4,0.847727,99.52499672696307,0.04401464807559513,0.0027147083802543577,0.11996693273088717,0.029991733182721792,0.37552220908932604,0.024061905049056538,1.0235285198554707,0.25588212996386767,0.037782260432201065,0.01768415543981901
317705,250221_JCG_8plate_4hour_95,Complete,,,0.00492,5,2021-02-26 22:07:57,PlateAgilent 7_Vial5,0.861677,94.54246834808016,2.675882754348687,0.03526635516754877,7.293422994893492,1.823355748723373,1.989199667589069,0.12029989058877455,5.421790089065349,1.3554475222663374,0.08964926966455948,0.7027999603175168
317706,250221_JCG_8plate_4hour_96,Complete,0.00489,5,,,2021-02-26 22:24:01,PlateAgilent 7_Vial6,0.861677,99.27873035685057,0.06607886381413285,0.0036583985699663955,0.18010546390166368,0.04502636597541592,0.5921839401148328,0.04258534048978845,1.6140647264986063,0.4035161816246516,0.035620618683812624,0.02738622053665478
317707,250221_JCG_8plate_4hour_97,Complete,0.00473,5,,,2021-02-26 22:40:34,PlateAgilent 7_Vial7,0.8532770000000001,99.49243164952864,0.046922343456138535,0.0031120087101254392,0.12789218742156316,0.03197304685539079,0.40691478438873663,0.027486028372138788,1.1090925566898782,0.27727313917246954,0.03459503772101574,0.019136184905472947
317708,250221_JCG_8plate_4hour_98,Complete,0.00482,5,,,2021-02-26 22:57:12,PlateAgilent 7_Vial8,0.858902,99.55172365226356,0.04120195097465271,0.002260928125587136,0.11230060666322025,0.028075151665805063,0.3575830177961935,0.020761419603254807,0.9746332122884648,0.2436583030721162,0.033938635277820116,0.015552743687775225
317709,250221_JCG_8plate_4hour_99,Complete,0.00484,5,,,2021-02-26 23:14:14,PlateAgilent 7_Vial9,0.861677,99.5787774880429,0.03825321344581725,0.002159390536444523,0.10426348692627997,0.026065871731569993,0.33613338543209115,0.017352508885861092,0.9161697980517549,0.22904244951293873,0.03343963654871282,0.013396276530475287
317710,250221_JCG_8plate_4hour_100,Complete,0.0049,5,,,2021-02-26 23:31:09,PlateAgilent 7_Vial10,0.8561270000000001,99.59325010951298,0.03715852364138855,0.0022917598548536653,0.10127978527533112,0.02531994631883278,0.3239052642631611,0.015409044529821487,0.8828406620973187,0.22071016552432968,0.032601930778075716,0.013084171804393942
317711,250221_JCG_8plate_4hour_101,Complete,,,0.00497,5,2021-02-26 23:47:36,PlateAgilent 7_Vial11,0.8839520000000001,94.02402469731749,3.303064306892853,0.031814670813754706,9.002877697221063,2.2507194243052657,1.9126396738525906,0.11945736299718156,5.213117112680612,1.303279278170153,0.08498530068953221,0.6752860212475398
317712,250221_JCG_8plate_4hour_102,Complete,0.00491,5,,,2021-02-27 00:03:31,PlateAgilent 7_Vial12,0.858902,99.32005845423592,0.06095329960953668,0.003985907319345816,0.16613515531065678,0.041533788827664196,0.5598407471481618,0.04012266264645479,1.5259096730202593,0.3814774182550648,0.03285419165052987,0.026293307355865478
317713,250221_JCG_8plate_4hour_103,Complete,0.00542,5,,,2021-02-27 00:20:16,PlateAgilent 7_Vial13,0.8672270000000001,99.51809695813022,0.0439254683511468,0.0028123511873073695,0.11972386324216884,0.02993096581054221,0.38703116863249687,0.023273727827623016,1.0548974989495834,0.26372437473739585,0.03286664852898234,0.018079756357158805
317714,250221_JCG_8plate_4hour_104,Complete,0.00495,5,,,2021-02-27 00:36:53,PlateAgilent 7_Vial14,0.8561270000000001,99.56863928475087,0.039526385064154276,0.002244331319666357,0.10773366107443139,0.026933415268607847,0.34435776531671936,0.018622431484837578,0.9385862814615024,0.2346465703653756,0.03230434583327793,0.015172219034985394
317715,250221_JCG_8plate_4hour_105,Complete,,,0.00493,5,2021-02-27 00:53:17,PlateAgilent 7_Vial15,0.8895770000000001,94.16743671607603,3.115347687031727,0.033411593018362704,8.491234685361205,2.122808671340301,1.9489605091952402,0.12021270023821466,5.312113683158639,1.3280284207896598,0.08568877304948215,0.6825663146475278
317716,250221_JCG_8plate_4hour_106,Complete,,,0.0051,5,2021-02-27 01:10:07,PlateAgilent 8_Vial1,0.892352,93.55117338966416,3.365153423196721,0.05335616665288185,9.172108650201837,2.2930271625504592,2.285728591069874,0.11165749417939265,6.2300134186006995,1.5575033546501749,0.08728319518387978,0.7106614008853614
317717,250221_JCG_8plate_4hour_107,Complete,,5,,,2021-03-01 09:22:48,PlateAgilent 8_Vial2,0.850577,99.53363187679665,0.04640161670749835,0.0015544521993509908,0.12647288740312387,0.03161822185078097,0.3747139812583071,0.026336850043652278,1.0213256029158975,0.25533140072897437,0.03471551531636889,0.010537009921185378
317718,250221_JCG_8plate_4hour_108,Complete,0.00499,5,,,2021-03-01 09:39:51,PlateAgilent 8_Vial3,0.850577,99.58565071037569,0.042007319313418,0.0017768610318450323,0.11449572973121121,0.028623932432802802,0.3284344112782627,0.019696162747041668,0.8951853677588473,0.22379634193971182,0.03483846099197252,0.009069098040654186
317719,250221_JCG_8plate_4hour_109,Complete,0.00492,5,,,2021-03-01 09:56:59,PlateAgilent 8_Vial4,0.858902,99.6157589146188,0.04053848300761535,0.0016602548183622574,0.11049224920835736,0.02762306230208934,0.30150569422431084,0.016128584291891533,0.8217880846136532,0.2054470211534133,0.03427999503400658,0.007916913115271708
317720,250221_JCG_8plate_4hour_110,Complete,,,0.00464,5,2021-03-01 10:13:22,PlateAgilent 8_Vial5,0.8728520000000001,95.0116553474462,2.2761923148713876,0.043142206110461954,6.204021212477818,1.5510053031194544,1.9885098477989656,0.1386979839092772,5.419909906717564,1.354977476679391,0.08528121098246359,0.6383612789009875
317721,250221_JCG_8plate_4hour_111,Complete,0.00523,5,,,2021-03-01 10:29:18,PlateAgilent 8_Vial6,0.8561270000000001,99.33248205308027,0.05590588064132417,0.002507613422662952,0.15237784045528938,0.038094460113822344,0.5635885641826067,0.03941591209321417,1.5361247748946787,0.3840311937236697,0.034376222929294126,0.013647279166505521
317722,250221_JCG_8plate_4hour_112,Complete,,5,,,2021-03-01 10:45:51,PlateAgilent 8_Vial7,0.861677,99.53475554993203,0.0443772195630822,0.0018793230539761957,0.1209551625850665,0.030238790646266625,0.377233447357127,0.02687867862945009,1.0281926945140345,0.2570481736285086,0.034587701827486286,0.009046081320265345
317723,250221_JCG_8plate_4hour_113,Complete,0.00493,5,,,2021-03-01 11:02:53,PlateAgilent 8_Vial8,0.8532770000000001,99.57455314476454,0.041926986649250854,0.0017531648050645137,0.11427677391219203,0.028569193478048007,0.34005586516214026,0.02132420637151262,0.9268609629817769,0.23171524074544422,0.03497649580779351,0.008487507616271232
317724,250221_JCG_8plate_4hour_114,Complete,0.00528,5,,,2021-03-01 11:20:05,PlateAgilent 8_Vial9,0.847727,99.59186866757969,0.04003128689314801,0.001873704135148578,0.10910982847330647,0.027277457118326617,0.32465198719755456,0.016243440014241228,0.8848759404411359,0.22121898511028398,0.035007433516542716,0.00844062481306998
317725,250221_JCG_8plate_4hour_115,Complete,0.00497,5,,,2021-03-01 11:37:15,PlateAgilent 8_Vial10,0.8532770000000001,99.61257033560736,0.03923529685465314,0.0018277763851819568,0.10694026703006689,0.02673506675751672,0.30460030519760023,0.014356640302019412,0.8302227990256201,0.20755569975640503,0.035127543467403696,0.008466518872981024
317726,250221_JCG_8plate_4hour_116,Complete,,,0.00495,5,2021-03-01 11:53:36,PlateAgilent 8_Vial11,0.8868020000000001,94.3060554564548,2.9877021920470503,0.06438364433833807,8.143322361174786,2.0358305902936964,1.9876012185874794,0.1385159028836186,5.417433334388631,1.3543583335971578,0.08485246864490184,0.6337886642657836
317727,250221_JCG_8plate_4hour_117,Complete,0.00474,5,,,2021-03-01 12:09:29,PlateAgilent 8_Vial12,0.858902,99.32179382671029,0.056977108848871,0.002485842639022479,0.15529759485372238,0.038824398713430595,0.5712262419917045,0.04172061719280384,1.556942135023755,0.3892355337559387,0.0347680177662049,0.01523480468294908
317728,250221_JCG_8plate_4hour_118,Complete,0.00493,5,,,2021-03-01 12:26:09,PlateAgilent 8_Vial13,0.8561270000000001,99.51895888454047,0.04658916237687275,0.0014257446084396644,0.1269840644699759,0.031746016117493975,0.38961758063043883,0.02623945117996381,1.061947059215033,0.26548676480375827,0.03491616599577897,0.009918206456438887
317729,250221_JCG_8plate_4hour_119,Complete,0.00494,5,,,,,,,,,,,,,,,,
317730,250221_JCG_8plate_4hour_120,Complete,,,,,,,,,,,,,,,,,,
